"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","location","long","lat"
"203","June 21, 2016","New Jersey","Willingboro","Mosshill Lane",0,4,"N/A","Willingboro ,   New Jersey",-74.8916458,40.028848
"204","June 21, 2016","Kentucky","Louisville","2802 Rodman Street",2,2,"N/A","Louisville ,   Kentucky",-85.7584557,38.2526647
"205","June 19, 2016","Virginia","Roanoke","2328 Melrose Avenue",0,4,"N/A","Roanoke ,   Virginia",-79.9414266,37.2709704
"206","June 18, 2016","Virginia","Exmore","Fredrick Douglas Road",1,3,"N/A","Exmore ,   Virginia",-75.8229859,37.5318008
"207","June 18, 2016","Georgia","Waycross","2625 Arnold Ct",2,2,"N/A","Waycross ,   Georgia",-82.3540178,31.2135511
"208","June 18, 2016","Illinois","Chicago","East 79th Street and South Escanaba Avenue",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"209","June 14, 2016","Delaware","Wilmington","South Van Buren and Elm streets",0,4,"N/A","Wilmington ,   Delaware",-75.5397878,39.7390721
"210","June 14, 2016","California","Oakland","1301 Franklin Street",1,3,"N/A","Oakland ,   California",-122.2711137,37.8043637
"211","June 13, 2016","California","Fresno","East El Monte Way and Recreation Avenue",0,4,"N/A","Fresno ,   California",-119.7725868,36.7468422
"212","June 13, 2016","New York","Brooklyn","Avenue D and E. 57th",0,5,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"213","June 13, 2016","Illinois","Chicago","3200 block of West Congress",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"214","June 12, 2016","Florida","Orlando","1912 S Orange Avenue",50,53,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"215","June 11, 2016","Minnesota","Webster","4000 block of Elmore Avenue",0,4,"N/A","Webster ,   Minnesota",-93.352723,44.529686
"216","June 11, 2016","California","Stockton","Alvarado Avenue",1,3,"N/A","Stockton ,   California",-121.2907796,37.9577016
"217","June 11, 2016","California","Panorama City","8500 block of Cedros Avenue",3,2,"N/A","Panorama City ,   California",-118.442425,34.227617
"218","June 11, 2016","New Mexico","Roswell","2300 block of Davis Ave",5,0,"N/A","Roswell ,   New Mexico",-104.5230242,33.3942655
"219","June 11, 2016","North Carolina","Charlotte","4000 block of Collegiate Avenue",1,3,"N/A","Charlotte ,   North Carolina",-80.8431267,35.2270869
"220","June 9, 2016","Florida","Fort Walton Beach","Landview Drive",0,4,"N/A","Fort Walton Beach ,   Florida",-86.6170308,30.4200708
"221","June 8, 2016","Massachusetts","Boston","66 Washington St",1,3,"N/A","Boston ,   Massachusetts",-71.0588801,42.3600825
"222","June 8, 2016","District of Columbia","Washington","North Capitol Street and New York Avenue NW",0,4,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"223","June 6, 2016","California","Visalia","33 60 South Fairway Street",0,4,"N/A","Visalia ,   California",-119.2920585,36.3302284
"224","June 5, 2016","Minnesota","Minneapolis","8th and Humboldt Avenue N.",0,4,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"225","June 5, 2016","Florida","Cape Coral","2600 block of Skyline Boulevard S",3,3,"N/A","Cape Coral ,   Florida",-81.9495331,26.5628537
"226","June 5, 2016","New York","Brooklyn","Mermaid Ave and 16th St.",0,4,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"227","June 5, 2016","Arizona","Phoenix","8152 N Black Canyon Hwy",2,5,"N/A","Phoenix ,   Arizona",-112.0740373,33.4483771
"228","June 4, 2016","Colorado","Denver","3600 block of Hudson Street",3,1,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"229","May 31, 2016","Illinois","Chicago","3300 block of West Huron Street",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"230","May 31, 2016","Indiana","Fort Wayne","6600 block of Pawawna Drive",0,4,"N/A","Fort Wayne ,   Indiana",-85.1393513,41.079273
"231","May 30, 2016","Maryland","Baltimore","500 block of East 43rd Street",0,5,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"232","May 30, 2016","California","Sacramento","3900 block of 44th",0,5,"N/A","Sacramento ,   California",-121.4943996,38.5815719
"233","May 29, 2016","Nevada","Las Vegas","200 block of North 3rd Street",0,4,"N/A","Las Vegas ,   Nevada",-115.1398296,36.1699412
"234","May 29, 2016","Texas","Houston","13210 Memorial Drive",2,6,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"235","May 29, 2016","New Jersey","Trenton","600 block of Martin Luther King Jr. Boulevard",0,6,"N/A","Trenton ,   New Jersey",-74.7429384,40.2170534
"236","May 29, 2016","Indiana","Indianapolis","300 block of South Meridian Street",0,4,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"237","May 23, 2016","New Jersey","Newark","102 Isabella Avenue",0,5,"N/A","Newark ,   New Jersey",-74.1723667,40.735657
"238","May 22, 2016","Louisiana","New Orleans","8639 Apple St",0,4,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"239","May 22, 2016","California","Stockton","Poplar and Sutter Streets",1,3,"N/A","Stockton ,   California",-121.2907796,37.9577016
"240","May 22, 2016","Tennessee","Nashville","100 block of Rains Avenue",0,4,"N/A","Nashville ,   Tennessee",-86.7816016,36.1626638
"241","May 21, 2016","Georgia","Jackson","Levi Barnes Road",1,3,"N/A","Jackson ,   Georgia",-83.9660209,33.2945651
"242","May 18, 2016","Indiana","Indianapolis","34th Street and North Keystone Avenue",0,4,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"243","May 17, 2016","South Carolina","Ravenel","5360 Savannah Highway",3,1,"N/A","Ravenel ,   South Carolina",-80.2500986,32.7632321
"244","May 15, 2016","Georgia","Moultrie","Rossman Dairy Road",5,0,"N/A","Moultrie ,   Georgia",-83.7888387,31.1799407
"245","May 15, 2016","Indiana","Evansville","420 North Garvin Street",0,4,"N/A","Evansville ,   Indiana",-87.5710898,37.9715592
"246","May 14, 2016","Georgia","Atlanta","Cordova and Peoples Street",0,5,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
"247","May 14, 2016","West Virginia","Charleston","2300 block of Washington Street West",1,3,"N/A","Charleston ,   West Virginia",-81.6326234,38.3498195
"248","May 11, 2016","Alabama","Birmingham","1400 block of 21st Street N",1,4,"N/A","Birmingham ,   Alabama",-86.80249,33.5206608
"249","May 11, 2016","Illinois","Chicago","7100 block of South State Street",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"250","May 8, 2016","Texas","Austin","8600 block of North Lamar",1,3,"N/A","Austin ,   Texas",-97.7430608,30.267153
"251","May 6, 2016","Michigan","Detroit","12300 block of Gratiot",1,4,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"252","May 6, 2016","Alabama","Montgomery","1300 block of Clay Street",1,3,"N/A","Montgomery ,   Alabama",-86.2999689,32.3668052
"253","May 6, 2016","Maryland","Bethesda","7101 Democracy Blvd",3,3,"N/A","Bethesda ,   Maryland",-77.0947092,38.984652
"254","May 5, 2016","Louisiana","Shreveport","300 block of North Thomas Drive",2,6,"N/A","Shreveport ,   Louisiana",-93.7501789,32.5251516
"255","May 5, 2016","Florida","Miami","2108 NW 19th Terrace",1,3,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"256","May 4, 2016","Minnesota","Minneapolis","16th Avenue North and Newton Avenue North",1,7,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"257","May 1, 2016","Tennessee","Murfreesboro","1955 Old Castle Drive",0,5,"N/A","Murfreesboro ,   Tennessee",-86.39027,35.8456213
"258","April 29, 2016","Missouri","Saint Louis (Ferguson)","400 block of Dade Ave",0,4,"N/A","Saint Louis (Ferguson) ,   Missouri",-90.3053915,38.7442175
"259","April 29, 2016","California","Oakland","3200 block of San Pablo Avenue",0,5,"N/A","Oakland ,   California",-122.2711137,37.8043637
"260","April 27, 2016","Louisiana","Baton Rouge","4000 Kerrit Drive",2,2,"N/A","Baton Rouge ,   Louisiana",-91.1403196,30.4582829
"261","April 27, 2016","Mississippi","Kilmichael","Pecan Drive",3,1,"N/A","Kilmichael ,   Mississippi",-89.5717431,33.4434573
"262","April 26, 2016","Maryland","District Heights (Forestville)","6500 block of Hil-Mar Drive",1,4,"N/A","District Heights (Forestville) ,   Maryland",-76.8922734,38.8599797
"263","April 25, 2016","Tennessee","Nashville","400 Charlotte Avenue",0,4,"N/A","Nashville ,   Tennessee",-86.7816016,36.1626638
"264","April 25, 2016","Florida","Miami","1506 Northwest 70th Street",0,5,"N/A","Miami ,   Florida",-80.1917902,25.7616798
"265","April 24, 2016","Virginia","Halifax","1055 L P Bailey Memorial Hwy",0,5,"N/A","Halifax ,   Virginia",-78.9283441,36.7659709
"266","April 24, 2016","Illinois","Chicago (Englewood)","2000 block of West 68th Place",2,3,"N/A","Chicago (Englewood) ,   Illinois",-87.6416419,41.775305
"267","April 24, 2016","Colorado","Denver","1400 block of 14th Street",0,4,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"268","April 23, 2016","Nevada","Las Vegas","1650 South Hollywood Boulevard",1,3,"N/A","Las Vegas ,   Nevada",-115.1398296,36.1699412
"269","April 23, 2016","Alabama","Auburn","1200 block of Lee Road 83",3,1,"N/A","Auburn ,   Alabama",-85.4807825,32.6098566
"270","April 23, 2016","Kansas","Topeka","3732 S.W. Topeka Boulevard",1,4,"N/A","Topeka ,   Kansas",-95.6890185,39.0558235
"271","April 23, 2016","New York","New York (Manhattan)","West 141st Street and Edgecombe Avenue",0,4,"N/A","New York (Manhattan) ,   New York",-73.9712488,40.7830603
"272","April 22, 2016","Ohio","Piketon","4077 Union Hill Road",8,0,"N/A","Piketon ,   Ohio",-83.0143443,39.0681252
"273","April 22, 2016","Georgia","Appling","3162 Johnson Drive",6,0,"N/A","Appling ,   Georgia",-82.3163154,33.54609
"274","April 21, 2016","Maryland","Baltimore","4800 block of Frankford Avenue",0,4,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"275","April 19, 2016","Alabama","Blountsville","81551 Us Highway 278",1,4,"N/A","Blountsville ,   Alabama",-86.5911026,34.0814863
"276","April 19, 2016","Illinois","Chicago","2700 block of West 53rd Street",1,3,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"277","April 19, 2016","Illinois","Chicago","1400 block of West 84th Street",1,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"278","April 18, 2016","California","Long Beach","1200 block of E. 17th Street",1,3,"N/A","Long Beach ,   California",-118.1937395,33.7700504
"279","April 17, 2016","Pennsylvania","Philadelphia","600 block of Westmoreland Street",3,1,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"280","April 17, 2016","South Carolina","Pelzer","200 block of Eastview Road",1,3,"N/A","Pelzer ,   South Carolina",-82.4559598,34.6423372
"281","April 17, 2016","Texas","Edinburg","5021 W St Hwy 107",1,6,"N/A","Edinburg ,   Texas",-98.1633432,26.3017374
"282","April 16, 2016","Michigan","Detroit","9500 block of Oakland",1,4,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"283","April 16, 2016","Florida","Orlando","1100 block of Conley Street",2,4,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"284","April 16, 2016","Alabama","Enterprise","Baxter Street",0,4,"N/A","Enterprise ,   Alabama",-85.8552161,31.3151708
"285","April 14, 2016","New Jersey","Orange","Taylor Street",1,3,"N/A","Orange ,   New Jersey",-74.2326478,40.7706187
"286","April 10, 2016","Wisconsin","Milwaukee","76th and Sheridan",1,3,"N/A","Milwaukee ,   Wisconsin",-87.9064736,43.0389025
"287","April 10, 2016","California","Los Angeles","84th Street and Towne Avenue",0,4,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"288","April 9, 2016","Tennessee","Memphis","Mt Moriah Road and Ridgeway Road",0,4,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
"289","April 9, 2016","Alabama","Anniston","West 15th Street and Crawford Avenue",0,4,"N/A","Anniston ,   Alabama",-85.8316318,33.6598257
"290","April 9, 2016","New Mexico","Albuquerque","2600 block of Mesa Drive SE",0,4,"N/A","Albuquerque ,   New Mexico",-106.6055534,35.0853336
"291","April 7, 2016","Illinois","Chicago","2200 block of East 70th Place",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"292","March 31, 2016","Illinois","Chicago (Englewood)","6800 block of South Throop",0,4,"N/A","Chicago (Englewood) ,   Illinois",-87.6416419,41.775305
"293","March 25, 2016","Illinois","Chicago","4500 block of West West End Avenue",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"294","March 25, 2016","Colorado","Denver","8501 E. Alameda Avenue",0,4,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"295","March 21, 2016","Illinois","Chicago","5700 block of West Washington Boulevard",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"296","March 19, 2016","Florida","Plantation","12050 NW 4th Court",1,4,"N/A","Plantation ,   Florida",-80.2331036,26.1275862
"297","March 19, 2016","Alabama","Wetumpka","South Shelby Street",2,2,"N/A","Wetumpka ,   Alabama",-86.2119127,32.5437448
"298","March 15, 2016","Georgia","Atlanta","Donald Lee Hollowell Drive",0,5,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
"299","March 13, 2016","Florida","Fort Myers","50 South Road",0,4,"N/A","Fort Myers ,   Florida",-81.8723084,26.640628
"300","March 12, 2016","Oregon","Portland","16126 S.E. Stark St.",0,4,"N/A","Portland ,   Oregon",-122.6764815,45.5230622
"301","March 12, 2016","California","Oakland","Interstate 880",0,4,"N/A","Oakland ,   California",-122.2711137,37.8043637
"302","March 11, 2016","Michigan","Detroit","2600 block of Hazelwood",2,2,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"303","March 11, 2016","New Jersey","Trenton","Oliver Avenue",0,5,"N/A","Trenton ,   New Jersey",-74.7429384,40.2170534
"304","March 9, 2016","Pennsylvania","Pittsburgh (Wilkinsburg)","1304 Franklin Avenue",5,3,"N/A","Pittsburgh (Wilkinsburg) ,   Pennsylvania",-79.8858507,40.4433488
"305","March 8, 2016","Texas","San Antonio","Sherman Street",2,3,"N/A","San Antonio ,   Texas",-98.4936282,29.4241219
"306","March 7, 2016","Louisiana","Lafayette","800 block of Martin Luther King Jr. Drive",0,4,"N/A","Lafayette ,   Louisiana",-92.0198427,30.2240897
"307","March 7, 2016","Kansas","Kansas City","3000 block of South 36th Street",5,0,"N/A","Kansas City ,   Kansas",-94.6274636,39.114053
"308","March 6, 2016","Massachusetts","Chelsea","120 Washington Avenue",1,6,"N/A","Chelsea ,   Massachusetts",-71.0328284,42.3917638
"309","March 6, 2016","Georgia","Roswell","890 Atlanta St",0,4,"N/A","Roswell ,   Georgia",-84.3615555,34.0232431
"310","March 6, 2016","California","Compton","900 block of West Victoria Street",1,8,"N/A","Compton ,   California",-118.2200712,33.8958492
"311","March 5, 2016","Kansas","Wichita","116 North Mead",0,4,"N/A","Wichita ,   Kansas",-97.330053,37.6871761
"312","March 4, 2016","Ohio","Columbus","900 E. 5th Ave.",1,3,"N/A","Columbus ,   Ohio",-82.9987942,39.9611755
"313","February 28, 2016","Michigan","Detroit","8800 block of Livernois",0,5,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"314","February 28, 2016","California","Riverside (Jurupa Valley)","5500 block of Etiwanda Avenue",1,3,"N/A","Riverside (Jurupa Valley) ,   California",-117.4854802,33.9971974
"315","February 27, 2016","Virginia","Woodbridge (Lake Ridge)","13051 Lashmere Court",2,2,"N/A","Woodbridge (Lake Ridge) ,   Virginia",-77.27857,38.676277
"316","February 26, 2016","Washington","Belfair","300 block of Horseshoe Rd.",5,0,"N/A","Belfair ,   Washington",-122.826946,47.4514588
"317","February 25, 2016","Kansas","Hesston","200 S Ridge Rd",4,14,"N/A","Hesston ,   Kansas",-97.4314267,38.1383437
"318","February 23, 2016","Arizona","Glendale","4812 West Sunnyside Ave",5,0,"N/A","Glendale ,   Arizona",-112.1859866,33.5386523
"319","February 23, 2016","Florida","Daytona Beach","1042 Sheridan Road",0,4,"N/A","Daytona Beach ,   Florida",-81.0228331,29.2108147
"320","February 21, 2016","Missouri","Hazelwood","Interstate Highway 270 and North Lindbergh Boulevard",1,3,"N/A","Hazelwood ,   Missouri",-90.3709489,38.7714396
"321","February 21, 2016","Texas","Houston","5100 block of Idaho Street",0,5,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"322","February 20, 2016","Florida","Tampa","2810 E. Bearss Ave",1,3,"N/A","Tampa ,   Florida",-82.4571776,27.950575
"323","February 20, 2016","Alabama","Bessemer","200 block of Elm Street",1,3,"N/A","Bessemer ,   Alabama",-86.954437,33.4017766
"324","February 20, 2016","Florida","Orlando","446 S Parramore Ave",0,4,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"325","February 20, 2016","Mississippi","Iuka","County Road 201",2,3,"N/A","Iuka ,   Mississippi",-88.1900415,34.8117565
"326","February 20, 2016","Michigan","Kalamazoo","5581 Cracker Barrel Blvd",6,2,"N/A","Kalamazoo ,   Michigan",-85.5872286,42.2917069
"327","February 19, 2016","Missouri","Edgerton","4100 block of Buena Vista Road",4,0,"N/A","Edgerton ,   Missouri",-94.6332896,39.5049976
"328","February 19, 2016","California","Vallejo","509 Porter Street",1,3,"N/A","Vallejo ,   California",-122.2566367,38.1040864
"329","February 14, 2016","Texas","Houston","8449 Gulf Freeway",1,3,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"330","February 14, 2016","Alabama","Eutaw (Union)","Earnest Friday Road",0,5,"N/A","Eutaw (Union) ,   Alabama",-87.8853838,32.840508
"331","February 13, 2016","Louisiana","Marrero","5425 Lapalco Boulevard",0,4,"N/A","Marrero ,   Louisiana",-90.1003506,29.8993723
"332","February 7, 2016","Mississippi","Pass Christian","Davis Avenue",2,4,"N/A","Pass Christian ,   Mississippi",-89.2475429,30.3157527
"333","February 7, 2016","Florida","Orlando","7432 Universal Blvd",2,10,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"334","February 7, 2016","New York","Rochester","547 State street",1,7,"N/A","Rochester ,   New York",-77.6109219,43.16103
"335","February 7, 2016","Illinois","Chicago (Englewood)","6500 block of South Green Street",0,4,"N/A","Chicago (Englewood) ,   Illinois",-87.6416419,41.775305
"336","February 6, 2016","California","Los Angeles","12800 block of Cook Street",1,3,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"337","February 6, 2016","Florida","Apopka","10th Street",0,4,"N/A","Apopka ,   Florida",-81.5322149,28.6934076
"338","February 6, 2016","Florida","Tampa","8123 N Nebraska Ave",2,6,"N/A","Tampa ,   Florida",-82.4571776,27.950575
"339","February 3, 2016","District of Columbia","Washington","1500 block of Butler St. SE",0,4,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"340","January 30, 2016","Colorado","Denver","4655 Humboldt St",1,3,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"341","January 30, 2016","Arizona","Glendale","67th and Missouri Avenue",3,5,"N/A","Glendale ,   Arizona",-112.1859866,33.5386523
"342","January 27, 2016","Virginia","Chesapeake","1401 N. George Washington Hwy",6,0,"N/A","Chesapeake ,   Virginia",-76.2874927,36.7682088
"343","January 26, 2016","Washington","Seattle","Airport Way S. and S. Atlantic St.",2,3,"N/A","Seattle ,   Washington",-122.3320708,47.6062095
"344","January 25, 2016","California","Perris","140 S. D Street",1,4,"N/A","Perris ,   California",-117.2286478,33.7825194
"345","January 23, 2016","California","Los Angeles","8105 Avalon Blvd",2,2,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"346","January 17, 2016","Virginia","Ware Neck (Gloucester Courthouse)","Ditchley Road and Gill Lane",1,3,"N/A","Ware Neck (Gloucester Courthouse) ,   Virginia",-76.4586218,37.4024864
"347","January 11, 2016","Delaware","Wilmington","900 block of Brown Street",1,4,"N/A","Wilmington ,   Delaware",-75.5397878,39.7390721
"348","January 8, 2016","District of Columbia","Washington","1700 East Capitol Street Northeast",0,4,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"349","January 8, 2016","Illinois","Chicago","1500 block of South Kedzie",1,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"350","January 7, 2016","Tennessee","Memphis","3800 block of Kerwood Avenue",1,3,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
"351","January 6, 2016","Florida","Lakeland","2312 East Magnolia Street",3,1,"N/A","Lakeland ,   Florida",-81.9498042,28.0394654
