"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","location","long","lat"
"32","November 22, 2015","Louisiana","New Orleans","1900 block of Gallier Street",0,17,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"33","November 21, 2015","Maryland","Baltimore","Stricker and School",1,3,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"34","November 20, 2015","Pennsylvania","Pittsburgh","Prospect Drive",1,3,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"35","November 18, 2015","California","Fresno","California Avenue and Martin Luther King Jr. Boulevard",0,5,"N/A","Fresno ,   California",-119.7725868,36.7468422
"36","November 16, 2015","Alabama","Cherokee (county)","1400 block of County Road 664",3,1,"N/A","Cherokee (county) ,   Alabama",-85.684578,34.1665322
"37","November 15, 2015","Pennsylvania","Philadelphia","5600 block of Blakemore Street",0,4,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"38","November 15, 2015","Texas","Tennessee Colony","800 block of County Road 2217",5,0,"N/A","Tennessee Colony ,   Texas",-95.8388504,31.8354447
"39","November 14, 2015","Pennsylvania","Johnstown","1159 Main St",0,4,"N/A","Johnstown ,   Pennsylvania",-78.9219698,40.3267407
"40","November 13, 2015","Florida","Jacksonville","1300 block of South Shirley Oaks Drive",4,1,"N/A","Jacksonville ,   Florida",-81.655651,30.3321838
"41","November 9, 2015","Indiana","Indianapolis","400 block of North Beville Ave",2,2,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"42","November 8, 2015","Iowa","Des Moines","4397 NW 6th Drive",1,3,"N/A","Des Moines ,   Iowa",-93.6091064,41.6005448
"43","November 8, 2015","Michigan","Warren","13859 8 Mile Road",0,4,"N/A","Warren ,   Michigan",-83.0146526,42.5144566
"44","November 7, 2015","Colorado","Denver","Bayaud and Bannock",1,3,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"45","November 6, 2015","California","Bakersfield","1000 block of Feliz Drive",0,4,"N/A","Bakersfield ,   California",-119.0187125,35.3732921
"46","November 3, 2015","Florida","Jacksonville","Ella Street and Kings Road",2,3,"N/A","Jacksonville ,   Florida",-81.655651,30.3321838
"47","November 2, 2015","South Carolina","Pendleton","2217 Refuge Road",4,0,"N/A","Pendleton ,   South Carolina",-82.7837514,34.6517733
"48","October 28, 2015","Louisiana","Houma","400 block of Morgan Street",1,3,"N/A","Houma ,   Louisiana",-90.7195348,29.5957696
"49","October 27, 2015","Texas","Fort Worth","1700 block of Southcrest Drive",0,5,"N/A","Fort Worth ,   Texas",-97.3307658,32.7554883
"50","October 26, 2015","Indiana","Evansville","711 E Virginia St",0,5,"N/A","Evansville ,   Indiana",-87.5710898,37.9715592
"51","October 25, 2015","North Carolina","Four Oaks","2339 Stricklands Crossroads Road",0,5,"N/A","Four Oaks ,   North Carolina",-78.4269489,35.4448836
"52","October 25, 2015","Arizona","Phoenix","Seventh Street and Broadway",1,4,"N/A","Phoenix ,   Arizona",-112.0740373,33.4483771
"53","October 25, 2015","District of Columbia","Washington","4300 block of Wheeler Road SE",0,5,"N/A","Washington ,   District of Columbia",-77.0368707,38.9071923
"54","October 24, 2015","South Carolina","Bamberg","682 Dixie Ave.",0,4,"N/A","Bamberg ,   South Carolina",-81.0348202,33.2971012
"55","October 22, 2015","Tennessee","Nashville","3500 John A. Merritt Boulevard",1,3,"N/A","Nashville ,   Tennessee",-86.7816016,36.1626638
"56","October 19, 2015","Illinois","Calumet City","300 Campbell Avenue",0,6,"N/A","Calumet City ,   Illinois",-87.5294871,41.6155909
"57","October 18, 2015","Louisiana","New Orleans","2600 block of Caffin Avenue",0,4,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"58","October 17, 2015","Florida","Fort Myers","2224 First St",1,4,"N/A","Fort Myers ,   Florida",-81.8723084,26.640628
"59","October 17, 2015","Indiana","Elkhart","160 Easy Shopping Place",0,4,"N/A","Elkhart ,   Indiana",-85.9766671,41.6819935
"60","October 12, 2015","Georgia","Decatur","4731 Glenwood Road",0,4,"N/A","Decatur ,   Georgia",-84.2963123,33.7748275
"61","October 10, 2015","Tennessee","Memphis","6135 Mount Moriah Road",0,6,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
"62","October 10, 2015","North Carolina","Charlotte","1900 block of West Boulevard",0,4,"N/A","Charlotte ,   North Carolina",-80.8431267,35.2270869
"63","October 10, 2015","Illinois","Peoria","2405 North Flora",1,3,"N/A","Peoria ,   Illinois",-89.5889864,40.6936488
"64","October 9, 2015","Arizona","Flagstaff","216 E Mountain View Drive",1,3,"N/A","Flagstaff ,   Arizona",-111.651302,35.1982836
"65","October 6, 2015","Maryland","Baltimore","300 block of North Payson Street",0,5,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"66","October 2, 2015","Maryland","Baltimore","5400 Reisterstown Road",1,4,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"67","October 1, 2015","Oregon","Roseburg","1140 Umpqua College Rd",10,9,"N/A","Roseburg ,   Oregon",-123.3417381,43.216505
"68","September 28, 2015","Ohio","Cincinnati (Evanston)","1800 block of Hewitt Avenue",0,5,"N/A","Cincinnati (Evanston) ,   Ohio",-84.47239,39.1405079
"69","September 28, 2015","Illinois","Chicago","300 block of West 42nd Street",3,2,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"70","September 28, 2015","Illinois","Chicago","5300 block of South Aberdeen Street",2,3,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"71","September 28, 2015","Ohio","Dayton","1921 Oakridge",0,4,"N/A","Dayton ,   Ohio",-84.1916069,39.7589478
"72","September 27, 2015","Georgia","Greenville","1140 Hill Haven Road",0,10,"N/A","Greenville ,   Georgia",-84.7129848,33.0287373
"73","September 27, 2015","Illinois","Chicago","5200 block of South Justine",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"74","September 27, 2015","Missouri","Kansas City","1700 E. 18th St.",0,4,"N/A","Kansas City ,   Missouri",-94.5785667,39.0997265
"75","September 25, 2015","Illinois","Danville","1300 block of May Street",0,4,"N/A","Danville ,   Illinois",-87.6300207,40.124481
"76","September 24, 2015","Illinois","Chicago","5100 block of South Morgan Street",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"77","September 23, 2015","Louisiana","Shreveport","2900 block of Peach Street",0,5,"N/A","Shreveport ,   Louisiana",NA,NA
"78","September 23, 2015","Florida","Fort Myers","Dale Street and Veronica S. Shoemaker Boulevard",0,4,"N/A","Fort Myers ,   Florida",-81.8723084,26.640628
"79","September 23, 2015","Georgia","Norcross","1300 block of Reddington Lane",1,3,"N/A","Norcross ,   Georgia",-84.2135309,33.9412127
"80","September 20, 2015","Pennsylvania","Philadelphia","900 block of Pratt Street",1,3,"N/A","Philadelphia ,   Pennsylvania",-75.1652215,39.9525839
"81","September 20, 2015","Illinois","Chicago","5700 block of South LaSalle",1,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"82","September 20, 2015","Oklahoma","Tulsa","Pine and Yale",0,6,"N/A","Tulsa ,   Oklahoma",-95.992775,36.1539816
"83","September 19, 2015","Indiana","Indianapolis","3900 block of Graceland Avenue",1,3,"N/A","Indianapolis ,   Indiana",-86.158068,39.768403
"84","September 17, 2015","South Dakota","Geddes","36705 379th Street",6,0,"N/A","Geddes ,   South Dakota",-98.6953601,43.253604
"85","September 17, 2015","Michigan","Albion","500 block of W. Broadwell Street",0,4,"N/A","Albion ,   Michigan",-84.7530304,42.243097
"86","September 15, 2015","New Jersey","Newark","Irvine Turner Boulevard and West Kinney Street",0,4,"N/A","Newark ,   New Jersey",-74.1723667,40.735657
"87","September 13, 2015","Florida","Ocala","1910 South Pine Avenue",1,5,"N/A","Ocala ,   Florida",-82.1400923,29.1871986
"88","September 12, 2015","Louisiana","Shreveport","1500 block of Clanton Street",0,4,"N/A","Shreveport ,   Louisiana",-93.7501789,32.5251516
"89","September 12, 2015","New York","Rochester","36 Woodward Street",2,4,"N/A","Rochester ,   New York",-77.6109219,43.16103
"90","September 12, 2015","Minnesota","Minneapolis","1st Ave. and N. 5th St.",0,6,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"91","September 12, 2015","Minnesota","Minneapolis","1200 block of 22nd Ave. N.",1,3,"N/A","Minneapolis ,   Minnesota",-93.2650108,44.977753
"92","September 11, 2015","North Carolina","Charlotte","1000 North Carolina Music Factory Blvd.",0,5,"N/A","Charlotte ,   North Carolina",NA,NA
"93","September 10, 2015","Minnesota","Excelsior (Greenwood)","Channel Drive",5,0,"N/A","Excelsior (Greenwood) ,   Minnesota",-93.55048,44.9025615
"94","September 8, 2015","Georgia","Berlin","N/A",0,4,"N/A","Berlin ,   Georgia",-83.623778,31.0682441
"95","September 8, 2015","Illinois","Chicago","56th and Green",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"96","September 7, 2015","Indiana","Gary","9300 block of Sunrise",2,4,"N/A","Gary ,   Indiana",-87.3464271,41.5933696
"97","September 7, 2015","Colorado","Denver","1909 Blake Street",0,4,"N/A","Denver ,   Colorado",-104.990251,39.7392358
"98","September 5, 2015","North Carolina","Charlotte","6800 block of Fieldvale Place",1,3,"N/A","Charlotte ,   North Carolina",-80.8431267,35.2270869
"99","September 5, 2015","Florida","Daytona Beach","300 block of Pearl Street",0,4,"N/A","Daytona Beach ,   Florida",NA,NA
"100","September 5, 2015","Nevada","Las Vegas","5000 block of Hollywood Boulevard",1,3,"N/A","Las Vegas ,   Nevada",-115.1398296,36.1699412
"101","September 5, 2015","Missouri","Columbia","1509 Ashley Street",0,4,"N/A","Columbia ,   Missouri",-92.3340724,38.9517053
"102","August 30, 2015","Tennessee","Memphis","3300 block of Sobota Circle",1,4,"N/A","Memphis ,   Tennessee",-90.0489801,35.1495343
"103","August 29, 2015","Tennessee","Bristol","618 Henson Road",3,2,"N/A","Bristol ,   Tennessee",-82.1887444,36.5951059
"104","August 29, 2015","Texas","Tyler","638 ENE Loop 323",1,3,"N/A","Tyler ,   Texas",-95.3010624,32.3512601
"105","August 28, 2015","New York","Brooklyn","589 Flatbush Avenue",1,3,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"106","August 27, 2015","California","Salinas","928 Blanco Circle",2,2,"N/A","Salinas ,   California",-121.6555013,36.6777372
"107","August 26, 2015","Illinois","Chicago","3025 W. Van Buren Ave",2,2,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"108","August 26, 2015","Minnesota","Minneapolis (Brooklyn Center)","5000 block of Drew Avenue North",0,4,"N/A","Minneapolis (Brooklyn Center) ,   Minnesota",NA,NA
"109","August 26, 2015","Florida","West Palm Beach","800 block of 19th Street",2,2,"N/A","West Palm Beach ,   Florida",-80.0533746,26.7153424
"110","August 25, 2015","Louisiana","New Orleans","Fern Street and Olive Street",1,3,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"111","August 23, 2015","California","Modesto","1100 block of Kansas Avenue",1,7,"N/A","Modesto ,   California",-120.9968782,37.6390972
"112","August 22, 2015","Florida","Orlando (Pine Hills)","State Road 408",0,4,"N/A","Orlando (Pine Hills) ,   Florida",-81.4534046,28.5577794
"113","August 22, 2015","New Mexico","Roswell","302 East Reed Street",3,1,"N/A","Roswell ,   New Mexico",-104.5230242,33.3942655
"114","August 21, 2015","North Carolina","Durham","2700 block of Hinson Drive",0,8,"N/A","Durham ,   North Carolina",-78.898619,35.9940329
"115","August 21, 2015","Ohio","Cincinnati","Mathis and Prentice",2,5,"N/A","Cincinnati ,   Ohio",-84.5120196,39.1031182
"116","August 20, 2015","Texas","Grulla (La Grulla)","FM 2360",2,2,"N/A","Grulla (La Grulla) ,   Texas",-98.6487147,26.271624
"117","August 19, 2015","New York","Rochester","500 Genesee Street",3,4,"N/A","Rochester ,   New York",-77.6109219,43.16103
"118","August 16, 2015","Texas","Fort Worth","3651 Sycamore School Rd",0,6,"N/A","Fort Worth ,   Texas",-97.3307658,32.7554883
"119","August 16, 2015","Illinois","Chicago","5400 block of West Division Street",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"120","August 16, 2015","South Carolina","Bennettsville","Highway 38N",0,5,"N/A","Bennettsville ,   South Carolina",-79.6847814,34.6173803
"121","August 15, 2015","Pennsylvania","Pittsburgh","West Prospect Avenue",1,3,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"122","August 15, 2015","California","Los Angeles","57th Street and South Normandie Avenue",0,4,"N/A","Los Angeles ,   California",-118.2436849,34.0522342
"123","August 15, 2015","South Carolina","Orangeburg","2868 Bamberg Road",1,3,"N/A","Orangeburg ,   South Carolina",-80.8556476,33.4918203
"124","August 10, 2015","California","Long Beach","1700 block of East 10th Street",0,4,"N/A","Long Beach ,   California",-118.1937395,33.7700504
"125","August 9, 2015","Mississippi","Forest","Poplar Street",1,3,"N/A","Forest ,   Mississippi",-89.4742348,32.3645888
"126","August 9, 2015","Michigan","Detroit","15200 block of Hazelridge",1,3,"N/A","Detroit ,   Michigan",-83.0457538,42.331427
"127","August 9, 2015","Missouri","Kansas City","40th Street and Pennsylvania Avenue",0,4,"N/A","Kansas City ,   Missouri",-94.5785667,39.0997265
"128","August 8, 2015","North Carolina","Gastonia","4908 Greenwood Drive",2,3,"N/A","Gastonia ,   North Carolina",-81.1873005,35.262082
"129","August 8, 2015","Arkansas","Blytheville","833 Anderson Street",1,11,"N/A","Blytheville ,   Arkansas",-89.9189753,35.9272953
"130","August 8, 2015","Texas","Houston","2211 Falling Oaks",8,0,"N/A","Houston ,   Texas",-95.3698028,29.7604267
"131","August 7, 2015","Vermont","Barre (Berlin)","3182 Airport Road",4,0,"N/A","Barre (Berlin) ,   Vermont",-72.5591452,44.2156525
"132","August 6, 2015","South Carolina","Columbia","1505 Garden Plaza",0,4,"N/A","Columbia ,   South Carolina",-81.0348144,34.0007104
"133","August 4, 2015","Missouri","Saint Louis","2500 block of Semple",1,4,"N/A","Saint Louis ,   Missouri",-90.1994042,38.6270025
"134","August 3, 2015","New York","Brooklyn","98 Dwight Street",0,5,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"135","August 2, 2015","New York","Brooklyn","Stanley Avenue and Crescent Street",0,9,"N/A","Brooklyn ,   New York",-73.9441579,40.6781784
"136","August 2, 2015","Maryland","Baltimore","2700 block of Garrison Avenue",0,7,"N/A","Baltimore ,   Maryland",-76.6121893,39.2903848
"137","August 2, 2015","Illinois","Chicago","4800 block of West Kamerling Avenue",1,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"138","August 2, 2015","Georgia","Savannah","Barnard Street",0,5,"N/A","Savannah ,   Georgia",-81.0998342,32.0835407
"139","August 2, 2015","Illinois","Chicago","6700 block of South Winchester Avenue",0,4,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"140","August 1, 2015","Florida","Orlando","5801 Shenandoah Way",0,4,"N/A","Orlando ,   Florida",-81.3792365,28.5383355
"141","July 30, 2015","Pennsylvania","Pittsburgh","Brushton Avenue",0,4,"N/A","Pittsburgh ,   Pennsylvania",-79.9958864,40.4406248
"142","July 27, 2015","Illinois","Rockford","900 block of Kent Street",0,5,"N/A","Rockford ,   Illinois",-89.0939952,42.2711311
"143","July 26, 2015","Missouri","Kansas City","Thompson and Colorado",2,3,"N/A","Kansas City ,   Missouri",-94.5785667,39.0997265
"144","July 26, 2015","Louisiana","New Orleans","Piety and Treasure street",0,4,"N/A","New Orleans ,   Louisiana",-90.0715323,29.9510658
"145","July 25, 2015","Virginia","Hopewell","500 block of N. 7th Ave",0,4,"N/A","Hopewell ,   Virginia",-77.2872001,37.3043154
"146","July 24, 2015","Pennsylvania","Erie","200 block of West 29th Street",2,4,"N/A","Erie ,   Pennsylvania",-80.085059,42.1292241
"147","July 23, 2015","Louisiana","Lafayette","3141 Johnson Street",3,9,"N/A","Lafayette ,   Louisiana",-92.0198427,30.2240897
"148","July 22, 2015","Georgia","Suwanee","5500 block of Old Atlanta Road",5,0,"N/A","Suwanee ,   Georgia",-84.0712997,34.0514898
"149","July 21, 2015","Florida","Miami Gardens","Northwest 25th Avenue and Miami Gardens Drive",1,3,"N/A","Miami Gardens ,   Florida",-80.2456045,25.9420377
"150","July 20, 2015","New York","Bronx","E. 153rd St. and the Grand Concourse",0,6,"N/A","Bronx ,   New York",-73.8648268,40.8447819
"151","July 19, 2015","Virginia","Suffolk","100 block of North Capitol Street",0,4,"N/A","Suffolk ,   Virginia",-76.5835621,36.7282054
"152","July 19, 2015","Kentucky","Louisville","2928 W Kentucky St",0,6,"N/A","Louisville ,   Kentucky",-85.7584557,38.2526647
"153","July 19, 2015","North Carolina","Rocky Mount","Interstate 64 and Raliegh Street",0,4,"N/A","Rocky Mount ,   North Carolina",-77.7905339,35.9382103
"154","July 18, 2015","California","San Diego","200 block of South Bancroft Street",0,4,"N/A","San Diego ,   California",-117.1610838,32.715738
"155","July 18, 2015","California","Santa Paula","Ojai-Santa Paula Street",0,5,"N/A","Santa Paula ,   California",-119.0592705,34.3541659
"156","July 18, 2015","Oregon","Salem","1550 Weston Ct NE",1,4,"N/A","Salem ,   Oregon",-123.0350963,44.9428975
"157","July 18, 2015","Louisiana","Baton Rouge","300 block of Brice Street",2,2,"N/A","Baton Rouge ,   Louisiana",-91.1403196,30.4582829
"158","July 17, 2015","Illinois","Chicago","4400 block of W. Maypole",0,5,"N/A","Chicago ,   Illinois",-87.6297982,41.8781136
"159","July 17, 2015","Ohio","Cincinnati (Westwood)","3100 block of Sunshine Avenue",0,4,"N/A","Cincinnati (Westwood) ,   Ohio",-84.5903367,39.1486303
"160","July 16, 2015","Tennessee","Chattanooga","4051 Amnicola Highway",6,2,"N/A","Chattanooga ,   Tennessee",-85.3096801,35.0456297
"161","July 16, 2015","Texas","Dallas","Singleton and Hampton",0,5,"N/A","Dallas ,   Texas",-96.7969879,32.7766642
"162","July 15, 2015","Georgia","Atlanta","500 block of Center Hill Avenue",0,5,"N/A","Atlanta ,   Georgia",-84.3879824,33.7489954
